timestamp,表面温度_x,高频加速度RMS_x,高频加速度峭度_x,速度RMS_x,表面温度_y,高频加速度RMS_y,高频加速度峭度_y,速度RMS_y,表面温度,高频加速度RMS,高频加速度峭度,速度RMS
2022/9/8 11:47,30,0.09489631,2.741362,0.2824855,26,0.06059496,2.423919,0.1128091,49,0.02616295,3.014787,0.08654401
2022/9/8 11:52,30,0.1166311,2.730956,0.2025178,26,0.05806129,2.51915,0.1452747,50,0.02946476,3.160473,0.05327008
2022/9/8 11:57,30,0.06172956,2.765986,0.2428518,26,0.05718055,2.370451,0.1304148,48,0.02576664,3.23955,0.06777667
2022/9/8 12:02,30,0.08731953,2.589651,0.220613,26,0.06003652,2.536018,0.0964868,49,0.02689526,2.91754,0.0835771
2022/9/8 12:07,30,0.07739318,2.575937,0.2493075,26,0.05966246,2.470813,0.1321877,49,0.02784134,3.299644,0.07665494
2022/9/8 12:12,30,0.04423137,2.814836,0.2953444,26,0.0581705,2.577422,0.1449654,49,0.02862143,3.158124,0.1011485
2022/9/8 12:17,30,0.05578357,2.843009,0.2748547,27,0.05960628,2.44072,0.1105497,49,0.02831388,2.857719,0.1267647
2022/9/8 12:22,30,0.06269552,2.631008,0.2769853,27,0.05986581,2.377026,0.1921354,49,0.03058916,2.978964,0.05289186
2022/9/8 12:27,30,0.07484759,2.763544,0.292474,27,0.05658184,2.548332,0.1332944,49,0.02828888,2.927025,0.09935506
2022/9/8 12:32,30,0.06534429,2.614012,0.2053537,27,0.06283545,2.486146,0.1354057,46,1.176229,2.845906,0.230916
2022/9/8 12:37,31,0.07767589,3.037048,0.2168398,27,0.06408557,2.765851,0.1751822,46,1.345675,2.767033,0.1970179
2022/9/8 12:42,31,0.07550663,2.920292,0.2219322,27,0.06371993,2.799599,0.198199,47,1.231962,2.871113,0.2017455
2022/9/8 12:47,31,0.07737402,2.785944,0.2136777,27,0.06450745,2.684832,0.1995104,48,1.258054,3.030188,0.2935073
2022/9/8 12:52,31,0.07728907,2.79309,0.2297608,27,0.06935779,2.560624,0.1804775,48,1.238194,3.092122,0.3011473
2022/9/8 12:57,31,0.0881852,2.54514,0.247302,28,0.06007323,2.892045,0.1707009,49,1.285996,2.948216,0.2412072
2022/9/8 13:02,31,0.07223362,2.757668,0.2004637,28,0.07124006,2.613134,0.1867949,49,1.296652,3.100615,0.2905381
2022/9/8 13:07,31,0.06106367,2.820017,0.2961736,28,0.05937167,2.470006,0.1412048,49,1.299424,2.85039,0.2898413
2022/9/8 13:12,31,0.05923777,2.706203,0.2530062,28,0.05855294,2.525647,0.1841166,50,1.290513,2.947131,0.2445825
2022/9/8 13:17,31,0.06314807,3.12318,0.218633,28,0.05890475,2.565557,0.1189273,51,1.214785,2.653332,0.2012803
2022/9/8 13:22,31,0.06819697,2.881932,0.1900386,28,0.06565399,2.663322,0.1546948,51,1.29741,2.95028,0.2445257
2022/9/8 13:27,31,0.0784692,2.760831,0.2360017,29,0.06603444,2.686119,0.1557618,51,1.50045,2.729984,0.6246068
2022/9/8 13:32,31,0.0679077,2.612308,0.2150263,29,0.0647196,2.37269,0.1981411,51,1.451292,3.405317,0.6659483
2022/9/8 13:37,31,0.06295545,2.952743,0.2665421,28,0.06359603,2.473019,0.1832937,51,1.375471,2.982843,0.23696
2022/9/8 13:42,31,0.0741298,2.765666,0.2349084,29,0.06326567,2.825745,0.1675314,51,1.304416,2.937705,0.2516097
2022/9/8 13:47,31,0.07078391,2.805388,0.3003864,29,0.06027266,2.680931,0.161667,51,1.397509,2.856533,0.1946332
2022/9/8 13:52,31,0.06146692,2.654274,0.2506064,29,0.06204036,2.502652,0.1927572,52,1.230569,2.932401,0.2270303
2022/9/8 13:57,31,0.0649692,2.760421,0.248701,29,0.0606937,2.424734,0.1742452,52,1.382691,2.77794,0.2855369
2022/9/8 14:02,31,0.08130279,2.94771,0.2131639,29,0.06173683,2.635236,0.1363433,52,1.364349,2.846239,0.2406464
2022/9/8 14:07,31,0.04967421,2.798385,0.2282023,29,0.06206132,2.719725,0.1732153,52,1.284009,2.825979,0.2390145
2022/9/8 14:12,31,0.06187765,2.944754,0.2231862,29,0.06405749,2.623471,0.1371322,52,1.459514,2.708201,0.7644091
2022/9/8 14:17,31,0.05953668,3.051921,0.2338345,29,0.06108283,2.362602,0.08140375,54,0.02686823,3.201414,0.1248915
2022/9/8 14:22,31,0.05487531,2.727281,0.2810422,29,0.05976396,2.43407,0.1145495,54,0.0281377,2.887703,0.08941785
2022/9/8 14:27,32,0.06394971,2.756465,0.2823753,29,0.06037248,2.476053,0.1122805,55,0.02780269,2.917354,0.0871582
2022/9/8 14:32,32,0.1076739,2.192009,0.2036033,29,0.06230511,2.223402,0.08760238,55,0.02952576,3.027767,0.09101511
2022/9/8 14:37,32,0.07859779,2.509096,0.2091907,29,0.06015166,2.248515,0.1044783,55,0.02814389,3.147008,0.09424609
2022/9/8 14:42,32,0.07919776,2.845623,0.1935509,29,0.06087543,2.491081,0.07813008,55,0.02789594,2.98121,0.07892849
2022/9/8 14:47,32,0.07035182,3.947646,0.2092925,29,0.0609161,2.467547,0.1576061,54,0.0279262,3.554163,0.09159433
2022/9/8 14:52,32,0.08621571,2.375382,0.2230733,29,0.06114275,2.486526,0.1638183,54,0.03236047,2.834207,0.09667503
2022/9/8 14:57,32,0.08198925,2.480495,0.2137927,29,0.05895417,2.305412,0.09623853,53,0.03197534,2.777665,0.07187373
2022/9/8 15:02,32,0.07421397,2.686027,0.1697266,29,0.06242798,2.292312,0.1239206,53,0.02832516,3.077853,0.07693239
2022/9/8 15:07,32,0.08668272,2.957485,0.2642711,29,0.06381478,2.480984,0.1617781,51,1.18155,2.843787,0.2673821
2022/9/8 15:12,32,0.1400105,1.861874,0.2091186,29,0.06391887,2.465717,0.1998738,49,1.289248,2.905634,0.2224489
2022/9/8 15:17,32,0.07872021,3.294345,0.2187463,29,0.06399132,2.696122,0.1548347,50,1.249624,3.011622,0.2306976
2022/9/8 15:22,32,0.06442172,2.725889,0.2069981,29,0.05769318,2.63141,0.1506296,50,1.264337,2.832311,0.2411104
2022/9/8 15:27,32,0.05095437,2.636027,0.3157601,29,0.06350625,2.779899,0.1737446,50,1.266728,2.827788,0.2180734
2022/9/8 15:32,32,0.05911694,3.029423,0.2241014,29,0.06409103,2.624097,0.1301068,50,1.254067,3.079622,0.2752199
2022/9/8 15:37,32,0.07016997,3.106649,0.2950796,29,0.06231863,2.681702,0.1303957,51,1.232049,3.092435,0.2269589
2022/9/8 15:42,32,0.06024342,2.564945,0.2814412,29,0.05970995,2.58622,0.1770221,51,1.18196,2.962497,0.2745846
2022/9/8 15:47,32,0.07191452,2.743179,0.2286695,30,0.05879355,2.508468,0.1429297,52,1.299562,3.073616,0.2893817
2022/9/8 15:52,32,0.07437653,2.773615,0.253591,30,0.05670428,2.622735,0.2559522,52,1.412361,2.872383,0.5361256
2022/9/8 15:57,32,0.1001503,2.491227,0.2807223,30,0.06100458,2.700766,0.1788602,52,1.51086,2.872443,0.5249246
2022/9/8 16:02,32,0.08656145,2.803264,0.2839485,30,0.0652912,2.683353,0.1575438,52,1.403138,2.699574,0.6181591
2022/9/8 16:07,32,0.06854071,2.631643,0.2710581,30,0.06846952,2.830373,0.2044486,52,1.342815,2.832484,0.5615816
2022/9/8 16:12,33,0.1264627,2.034259,0.2804188,30,0.06669231,2.70011,0.1803647,52,1.189719,3.173023,0.2271423
2022/9/8 16:17,33,0.08235085,2.725197,0.2699988,30,0.06034585,2.698048,0.1834956,52,1.218598,2.958778,0.2840437
2022/9/8 16:22,33,0.05144128,2.704375,0.1623241,30,0.05794101,2.534957,0.231091,52,1.252165,2.777308,0.2583119
2022/9/8 16:27,33,0.08398049,2.308152,0.2858136,30,0.06351467,2.786236,0.1839355,52,1.266308,2.934168,0.2225107
2022/9/8 16:32,33,0.05703126,2.757088,0.2719088,30,0.06437974,2.87099,0.1428515,52,1.27578,2.828452,0.2678952
2022/9/8 16:37,33,0.04976261,2.860655,0.2196353,30,0.07034577,2.519255,0.1608318,52,1.329641,3.193316,0.263327
2022/9/8 16:42,33,0.08211365,2.558099,0.2757281,30,0.05837841,2.624826,0.1739734,51,1.333057,2.944194,0.2216665
2022/9/8 16:47,33,0.08449271,2.863313,0.2519593,31,0.06288966,2.804865,0.2399321,52,1.218786,2.991645,0.2235928
2022/9/8 16:52,33,0.07776552,2.629828,0.2571161,31,0.05867181,2.944162,0.18182,52,1.26437,2.731338,0.2219924
2022/9/8 16:57,33,0.04692846,2.54251,0.2151161,31,0.06411365,2.741702,0.1870887,53,1.262318,3.017855,0.2540669
2022/9/8 17:02,33,0.05265478,2.700256,0.2547901,31,0.06030705,2.834938,0.1576774,54,1.343541,2.663687,0.2320262
2022/9/8 17:07,33,0.09154399,2.690212,0.2771377,31,0.0637584,2.799221,0.1968454,54,1.302498,2.958452,0.164367
2022/9/8 17:12,33,0.06707733,2.73593,0.20948,31,0.07270323,3.144351,0.2165999,54,1.397036,2.922928,0.6696507
2022/9/8 17:17,33,0.08898438,2.965077,0.3012864,31,0.065459,2.505232,0.1513359,54,1.374818,2.796907,0.5130883
2022/9/8 17:22,33,0.05995597,2.923553,0.248192,31,0.07048746,2.483586,0.1654572,54,1.255936,2.639465,0.2190542
2022/9/8 17:27,33,0.05441472,2.711024,0.2657776,31,0.06038585,2.602033,0.1955757,54,1.362896,3.000314,0.2523894
2022/9/8 17:32,34,0.0791954,2.581993,0.2245629,31,0.07008003,2.824835,0.1082454,54,1.322358,2.890022,0.2473015
2022/9/8 17:37,34,0.06150657,2.773284,0.311325,31,0.06258467,2.446541,0.145753,54,1.337888,3.304166,0.2742845
2022/9/8 17:42,34,0.1185065,2.169708,0.2395168,31,0.07229336,2.529285,0.2092437,54,1.300842,3.045506,0.3063957
2022/9/8 17:47,34,0.07176861,2.588854,0.2290289,31,0.07472965,2.613693,0.153779,54,1.21185,2.840596,0.3158541
2022/9/8 17:52,34,0.07229555,2.547854,0.2567102,31,0.06844926,2.597657,0.2158815,54,1.250276,3.504801,0.3508945
2022/9/8 17:57,34,0.09716474,2.558966,0.2262916,31,0.06207997,2.338227,0.1452778,54,1.316136,2.879355,0.3137194
2022/9/8 18:02,34,0.06091816,2.693427,0.2855788,31,0.07069656,2.720615,0.1600071,54,1.33256,2.933199,0.3111029
2022/9/8 18:07,34,0.07813465,2.847101,0.2740176,31,0.06295588,2.725227,0.1553037,,,,
2022/9/8 18:12,34,0.08625562,2.521755,0.2590045,31,0.07709298,2.598425,0.1939791,54,1.314956,2.953537,0.2709609
2022/9/8 18:17,34,0.08309218,2.532042,0.2671081,31,0.06325743,2.480571,0.1579258,55,1.344914,2.832297,0.2823617
2022/9/8 18:22,34,0.07389089,2.77254,0.2806011,31,0.06253558,2.704788,0.1989164,55,1.239937,3.091895,0.2722845
2022/9/8 18:27,34,0.1042987,2.323961,0.1928642,31,0.06336314,2.856723,0.1986625,55,1.32584,2.85409,0.2642546
2022/9/8 18:32,34,0.08828658,2.40576,0.3365994,31,0.07651378,2.787569,0.1677891,55,1.192206,3.065196,0.323332
2022/9/8 18:37,34,0.09267978,2.745429,0.2657385,31,0.06583693,2.730462,0.1750828,55,1.304463,2.686103,0.2550626
2022/9/8 18:42,34,0.09122998,2.349159,0.2834011,31,0.0710559,2.775988,0.1743654,55,1.285355,2.856737,0.237537
2022/9/8 18:47,34,0.06417684,2.481116,0.2164934,31,0.06407253,2.622882,0.2287228,55,1.192568,2.893203,0.2303557
2022/9/8 18:52,34,0.08230503,3.099746,0.2578978,32,0.06358697,2.741572,0.195624,55,1.340026,3.073162,0.1961803
2022/9/8 18:57,34,0.07162177,2.791999,0.2849714,32,0.0605392,2.591723,0.2013442,55,1.271147,3.089557,0.2448337
2022/9/8 19:02,34,0.09438544,3.224844,0.2846062,32,0.0683533,2.798086,0.2241666,55,1.244364,3.045357,0.2792855
2022/9/8 19:07,34,0.08962696,2.324852,0.220498,32,0.06660945,2.604783,0.1327584,56,1.180196,3.04399,0.2577719
2022/9/8 19:12,34,0.0621483,2.944817,0.2638048,32,0.06846578,2.573285,0.2270541,56,1.216366,2.889235,0.2591777
2022/9/8 19:17,34,0.07442724,2.550138,0.2565108,32,0.06400967,2.367739,0.1602925,55,1.338525,2.967159,0.2016251
2022/9/8 19:22,34,0.1016226,3.275064,0.2487591,32,0.0685701,2.441038,0.1534453,55,1.298152,3.126296,0.2508996
2022/9/8 19:27,34,0.06056598,2.522671,0.2295187,32,0.06546532,2.740108,0.1610642,56,1.40851,2.76456,0.2249713
2022/9/8 19:32,34,0.07128508,2.787514,0.3016217,32,0.06227934,2.669873,0.1936961,56,1.280299,2.977886,0.2427184
2022/9/8 19:37,34,0.06344005,2.671759,0.2522865,32,0.06465949,2.645387,0.1927645,56,1.320789,2.776813,0.2603947
2022/9/8 19:42,34,0.0794291,2.923821,0.2389186,32,0.06401125,2.492511,0.1949856,55,1.422068,3.001775,0.5063945
2022/9/8 19:47,34,0.07689191,2.785643,0.2638984,32,0.06059918,2.357288,0.09258509,55,0.02916005,2.897833,0.1034539
2022/9/8 19:52,34,0.06666476,3.061046,0.2825979,32,0.06214789,2.183101,0.1835564,53,0.02824402,2.873039,0.07621463
2022/9/8 19:57,34,0.09036055,2.580529,0.2926936,31,0.06549096,2.345718,0.1526359,53,0.02739094,2.889723,0.06686179
2022/9/8 20:02,34,0.09401656,2.860615,0.314543,31,0.06305339,2.3204,0.1025085,52,0.0292049,2.938702,0.1026767
2022/9/8 20:07,34,0.05998177,2.674617,0.2073331,31,0.06157711,2.317526,0.1485675,52,0.02862054,2.639858,0.1002758
2022/9/8 20:12,34,0.08790071,2.79502,0.2489459,31,0.06012923,2.287335,0.1663558,54,0.03072704,2.969147,0.07378941
2022/9/8 20:17,34,0.1013556,2.410275,0.2350642,31,0.05935626,2.301805,0.1470924,54,0.02797941,2.906093,0.06972663
2022/9/8 20:22,34,0.123953,2.56931,0.2300822,31,0.06452942,2.126632,0.1728678,53,0.03000987,3.181849,0.09823176
2022/9/8 20:27,34,0.07219359,2.997764,0.2186005,31,0.06214995,2.192674,0.1769245,54,0.02861425,2.807835,0.06794836
2022/9/8 20:32,34,0.0578413,2.654243,0.3046569,31,0.05942795,2.396081,0.1386504,54,0.03592257,2.955161,0.05861738
2022/9/8 20:37,34,0.04698423,2.770977,0.212635,31,0.06280901,2.393561,0.159325,54,0.02959634,2.974443,0.08095291
2022/9/8 20:42,34,0.08233882,3.072129,0.2386235,31,0.06486122,2.470609,0.1227892,54,0.03063835,3.021952,0.05908225
2022/9/8 20:47,34,0.06491442,2.544031,0.2610277,31,0.06247638,2.268017,0.1325038,54,0.03016975,3.200563,0.0718648
2022/9/8 20:52,34,0.0944829,3.332898,0.2268689,31,0.06355941,2.453465,0.1252035,52,0.02926056,2.964542,0.07929276
2022/9/8 20:57,34,0.06668975,2.578511,0.2233657,31,0.06372498,2.365524,0.1681969,50,0.03382746,3.065476,0.09783162
2022/9/8 21:02,34,0.1091335,2.831187,0.235651,30,0.06220557,2.279841,0.1194796,48,0.02653495,3.23653,0.07963186
2022/9/8 21:07,34,0.1421649,2.280254,0.2227757,30,0.06093736,2.288126,0.1191077,49,0.02838841,2.991837,0.08083753
2022/9/8 21:12,34,0.0414957,2.797151,0.2425444,30,0.06393092,2.401384,0.09122919,50,0.0293535,3.022573,0.07748413
2022/9/8 21:17,34,0.07730045,2.73733,0.262364,30,0.06718753,2.216011,0.1496875,50,0.02634043,3.12266,0.1168945
2022/9/8 21:22,34,0.1098948,2.801561,0.2305062,30,0.06731634,2.320414,0.1437787,50,0.02847554,3.174504,0.06639422
2022/9/8 21:27,33,0.06662182,2.836875,0.2573964,30,0.06927029,2.24577,0.1299012,50,0.02708702,2.993775,0.06707819
2022/9/8 21:32,33,0.1006529,4.251522,0.3406022,30,0.06884763,2.197302,0.1262723,49,0.02827725,3.07014,0.1181018
2022/9/8 21:37,33,0.08577123,2.837322,0.2332275,29,0.06516258,2.38091,0.1154258,49,1.358615,2.960244,0.6087236
2022/9/8 21:42,33,0.04841421,2.811659,0.2610322,29,0.08628933,2.630318,0.1799398,46,1.165013,2.903976,0.3176558
2022/9/8 21:47,33,0.07182401,2.527128,0.2067116,29,0.06644641,2.636341,0.177777,46,1.256426,2.968538,0.2381007
2022/9/8 21:52,33,0.08278089,3.090379,0.2752655,29,0.06092662,2.311394,0.2209254,46,1.278088,3.103117,0.2348713
2022/9/8 21:57,33,0.06184002,3.17909,0.2188883,29,0.07046836,2.613535,0.182101,47,1.302493,2.830629,0.2494644
2022/9/8 22:02,33,0.06600136,2.923973,0.2809849,29,0.07082254,2.555215,0.1451271,47,1.195607,2.842523,0.2427382
2022/9/8 22:07,33,0.08163753,2.50783,0.2489278,29,0.06523116,2.359196,0.2247529,47,1.501471,3.214149,0.6555253
2022/9/8 22:12,33,0.07538699,2.661767,0.2387945,29,0.06830415,2.530421,0.1687292,47,1.282513,2.911992,0.2176232
2022/9/8 22:17,33,0.07234432,2.871081,0.2655364,29,0.06666887,2.639224,0.1346609,48,1.322039,2.793282,0.2910601
2022/9/8 22:22,33,0.09969801,2.226019,0.3015408,29,0.07038863,2.664274,0.1457013,48,1.292866,3.211371,0.2338718
2022/9/8 22:27,33,0.08600856,2.568457,0.2693158,29,0.06949916,2.847615,0.2226397,49,1.298166,3.140038,0.2220248
2022/9/8 22:32,33,0.08487765,2.56789,0.2299083,29,0.06658904,2.727032,0.1734018,46,1.194444,3.408468,0.2283951
2022/9/8 22:37,33,0.110576,2.036747,0.1801014,29,0.07102664,2.619726,0.1510486,47,1.242052,3.028959,0.2906578
2022/9/8 22:42,33,0.04288425,3.021622,0.2742493,30,0.06349918,2.541475,0.2462172,48,1.291775,2.844952,0.2232567
2022/9/8 22:47,32,0.05361383,3.113598,0.292105,29,0.06794345,2.465812,0.2079868,49,1.215921,2.778024,0.2415895
2022/9/8 22:52,32,0.07052216,2.970737,0.2062527,29,0.06788354,2.47278,0.1817003,49,1.350231,3.038442,0.2401902
2022/9/8 22:57,32,0.08806842,2.711349,0.262554,29,0.06790553,2.494823,0.154874,49,1.211291,3.021229,0.246874
2022/9/8 23:02,32,0.06730161,2.71689,0.2017387,29,0.07351534,2.645728,0.1812863,50,1.277871,2.989411,0.2517085
2022/9/8 23:07,32,0.07263308,2.516346,0.241128,29,0.08252598,2.655142,0.1626421,50,1.224961,2.93112,0.2602293
2022/9/8 23:12,32,0.06869373,2.819671,0.2469378,29,0.07152009,2.597212,0.1648102,50,1.170666,2.804626,0.2645068
2022/9/8 23:17,32,0.0740907,2.651037,0.2661389,29,0.06400579,2.584047,0.2745157,50,1.314566,2.897363,0.2478242
2022/9/8 23:22,32,0.07599154,2.929477,0.2388857,29,0.07648089,2.710639,0.2126076,50,1.362369,2.828086,0.2834401
2022/9/8 23:27,32,0.05935417,2.990324,0.2758698,29,0.06486643,2.502099,0.1304391,50,1.322661,2.731997,0.2349742
2022/9/8 23:32,32,0.0675189,2.587985,0.2593916,29,0.0591426,2.457051,0.1564446,50,1.251681,3.046396,0.2686453
2022/9/8 23:37,32,0.07195656,2.871426,0.2139898,29,0.06740295,2.437321,0.1067766,50,1.27035,2.828919,0.2128894
2022/9/8 23:42,32,0.06962991,2.969412,0.2759952,29,0.06906778,2.550295,0.09109547,51,1.342853,2.586845,0.2446332
2022/9/8 23:47,32,0.06111819,2.848391,0.2035568,29,0.06226939,2.300154,0.163697,51,1.204795,2.80019,0.2228558
2022/9/8 23:52,32,0.0738364,2.471674,0.271044,29,0.06502005,2.389941,0.167173,51,1.244685,3.016101,0.2201111
2022/9/8 23:57,32,0.06610443,2.755468,0.2589481,29,0.06423669,2.549417,0.2534418,51,0.3423954,2.798409,0.1674613
2022/9/9 0:02,32,0.07515144,2.715554,0.2661619,29,0.06388873,2.321019,0.1161955,53,0.02612689,3.034429,0.09028736
2022/9/9 0:07,32,0.05598574,2.675049,0.1868701,29,0.06155407,2.317621,0.1137702,,,,
2022/9/9 0:12,32,0.07270039,2.703319,0.2971995,29,0.05935326,2.317243,0.1097469,53,0.02783456,2.898455,0.05315199
2022/9/9 0:17,32,0.1065491,2.547277,0.2392328,,,,,53,0.0278827,3.107862,0.06947424
2022/9/9 0:22,32,0.07457645,2.759935,0.2247186,,,,,53,0.02878756,2.978247,0.07335454
2022/9/9 0:27,32,0.08903249,2.444503,0.288451,,,,,52,0.02770019,3.282361,0.08563617
2022/9/9 0:32,32,0.09762953,2.378953,0.2376141,,,,,52,0.02913579,3.027099,0.06584489
2022/9/9 0:37,32,0.06280298,2.713053,0.2473382,,,,,52,0.950827,2.619373,0.5077012
2022/9/9 0:42,32,0.09809789,2.1083,0.2614307,,,,,,,,
2022/9/9 0:47,32,0.06321278,2.7681,0.3230619,,,,,48,1.243208,3.117584,0.2498454
2022/9/9 0:52,32,0.1074797,2.275216,0.2669627,,,,,48,1.290648,2.932949,0.251987
2022/9/9 0:57,32,0.06615318,2.664025,0.1985217,,,,,48,1.284645,3.064838,0.2188809
2022/9/9 1:02,32,0.07965506,2.584998,0.2269283,,,,,48,1.274569,3.053096,0.2097588
2022/9/9 1:07,32,0.09699639,2.641852,0.2092782,,,,,49,1.186836,3.321334,0.2492547
2022/9/9 1:12,32,0.101066,2.35672,0.3086757,,,,,49,1.180324,3.000473,0.227738
2022/9/9 1:17,32,0.05871764,2.942467,0.276745,,,,,49,1.265746,2.817478,0.1894006
2022/9/9 1:22,32,0.07206555,2.73217,0.2389328,,,,,49,1.327547,3.343163,0.6348241
2022/9/9 1:27,32,0.06241485,2.859384,0.2762503,,,,,49,1.370359,3.093101,0.5943045
2022/9/9 1:32,32,0.09055807,2.800008,0.2719357,,,,,48,1.484028,3.096525,0.7101232
2022/9/9 1:37,32,0.1172894,3.276967,0.3021652,,,,,51,0.05296257,2.490999,0.1873295
2022/9/9 1:42,32,0.09999705,3.498965,0.2821237,,,,,52,0.03577534,3.020407,0.1057177
2022/9/9 1:47,32,0.1035312,2.776304,0.277727,,,,,52,0.02758174,2.82707,0.0789335
2022/9/9 1:52,32,0.08308439,2.548267,0.2895189,,,,,52,0.02950581,3.059963,0.07085257
2022/9/9 1:57,32,0.09530006,3.023207,0.2341198,,,,,52,0.02876686,2.825219,0.04498851
2022/9/9 2:02,32,0.1033251,2.513235,0.2488209,28,0.06206823,2.256595,0.1535334,52,0.02933511,3.063946,0.07955511
2022/9/9 2:07,32,0.05747019,2.678855,0.2633945,28,0.06226897,2.264685,0.1480276,,,,
2022/9/9 2:12,32,0.09138363,2.521609,0.2403731,28,0.06445254,2.396223,0.1515138,51,0.02781793,2.802444,0.05960262
2022/9/9 2:17,32,0.08875179,2.69668,0.3030123,28,0.06302272,2.320286,0.1131061,50,0.0296321,3.260077,0.1137473
2022/9/9 2:22,32,0.08435207,2.64735,0.238537,27,0.06367996,2.32479,0.1430559,50,0.02752575,2.917698,0.1023328
2022/9/9 2:27,32,0.06059211,3.109788,0.2376055,27,0.06794029,2.439229,0.0808475,49,0.02970079,3.122211,0.05741588
2022/9/9 2:32,32,0.06937855,2.695782,0.2890334,27,0.06430734,2.284104,0.1280913,49,0.02844042,3.012087,0.09241672
2022/9/9 2:37,32,0.07181531,2.51832,0.3052963,27,0.06397074,2.156251,0.1032348,48,0.02858383,2.94188,0.07497353
2022/9/9 2:42,32,0.06964157,2.654264,0.2684816,27,0.06588741,2.329741,0.1308142,48,0.02830528,3.062096,0.08615557
2022/9/9 2:47,32,0.05775219,2.758131,0.283501,27,0.06241549,2.420335,0.1246851,47,0.02940502,2.75945,0.1191517
2022/9/9 2:52,32,0.05858545,2.600514,0.21436,27,0.06435494,2.206284,0.1216756,47,0.02928182,2.987432,0.05673835
2022/9/9 2:57,32,0.05591808,2.822513,0.2489786,27,0.06226299,2.33548,0.1553507,46,0.02640454,3.260576,0.07874674
2022/9/9 3:02,31,0.07740094,2.50783,0.3076844,27,0.06281458,2.314365,0.1077685,45,0.9181209,2.654965,0.2339205
2022/9/9 3:07,31,0.04947956,3.22285,0.2533623,27,0.06899315,2.45674,0.1223758,42,1.258937,2.863836,0.2881651
2022/9/9 3:12,31,0.08261205,2.835213,0.3117357,27,0.07555178,2.514426,0.1663539,42,1.122739,3.026648,0.246514
2022/9/9 3:17,31,0.05289232,2.895357,0.2852681,27,0.08193338,2.534822,0.2231882,43,1.279569,2.971568,0.2613219
2022/9/9 3:22,31,0.06425821,2.708534,0.221165,27,0.07337268,2.601094,0.1374581,44,1.288925,2.766261,0.1922337
2022/9/9 3:27,31,0.05938319,2.756671,0.2760071,27,0.06733929,2.573099,0.2579826,44,1.214946,3.188626,0.1885179
2022/9/9 3:32,31,0.07885288,2.672363,0.1928172,27,0.06951734,2.415398,0.2393459,45,1.14817,2.676458,0.2365016
2022/9/9 3:37,31,0.06734842,2.696481,0.2060901,27,0.07181703,2.685153,0.212503,45,1.250379,3.119286,0.2319123
2022/9/9 3:42,31,0.05729335,2.597659,0.1885164,27,0.06679317,2.50513,0.1715919,45,1.271329,2.917861,0.2231996
2022/9/9 3:47,31,0.06616697,2.54192,0.2404189,27,0.0681763,2.471393,0.1877037,46,1.249546,2.789897,0.1889153
2022/9/9 3:52,31,0.06737477,2.949594,0.2840125,27,0.06499938,2.501113,0.2253881,46,1.300601,2.893858,0.2986717
2022/9/9 3:57,31,0.10278,2.379195,0.2751774,27,0.06339918,2.216001,0.1820892,46,1.154908,2.975294,0.254719
2022/9/9 4:02,31,0.07654317,2.872278,0.2329223,27,0.06822199,2.519881,0.1675397,46,1.21574,2.792046,0.2563666
2022/9/9 4:07,31,0.06071623,2.747478,0.1999305,27,0.06946529,2.8026,0.2221491,46,1.163383,2.927752,0.2232755
2022/9/9 4:12,31,0.05199533,2.87023,0.2128266,27,0.06199854,2.49891,0.2272953,47,1.178856,2.772099,0.1927642
2022/9/9 4:17,30,0.06790714,2.698959,0.2634146,27,0.0659859,2.462878,0.1868681,47,1.197502,2.939036,0.213802
2022/9/9 4:22,30,0.05809894,3.175048,0.2091604,27,0.06409685,2.750567,0.1484469,47,1.205137,2.947859,0.2192969
2022/9/9 4:27,30,0.05096643,2.821602,0.2550258,27,0.06978899,2.46771,0.2794732,47,1.33838,3.156647,0.2459516
2022/9/9 4:32,30,0.08584009,2.719118,0.2150653,27,0.0657344,2.512732,0.1956175,47,1.295187,3.074646,0.2259073
2022/9/9 4:37,30,0.05525855,2.829121,0.2577087,27,0.07233115,2.686129,0.1842714,48,1.315783,2.944704,0.3349664
2022/9/9 4:42,30,0.05982683,2.563886,0.216642,27,0.06117543,2.552767,0.1706217,48,1.292449,2.937351,0.2477749
2022/9/9 4:47,30,0.06909454,2.652772,0.2353707,27,0.0679547,2.582914,0.2093279,48,1.235671,2.751265,0.209914
2022/9/9 4:52,30,0.06780503,2.696861,0.3093907,27,0.06398302,2.475882,0.2474177,48,1.425818,2.775421,0.5255451
2022/9/9 4:57,30,0.07240234,2.864144,0.2456089,27,0.07007951,2.485824,0.2034898,47,1.515944,3.063938,0.5719272
2022/9/9 5:02,30,0.06246518,2.78536,0.1859067,27,0.06746266,2.420785,0.1698293,47,1.210545,2.856949,0.2991624
2022/9/9 5:07,30,0.07902344,2.873764,0.2933472,26,0.06971849,2.5849,0.1545235,47,1.249908,3.011175,0.2441106
2022/9/9 5:12,30,0.04743953,2.81453,0.243288,27,0.06597501,2.645647,0.2091606,48,1.154158,3.192073,0.2787567
2022/9/9 5:17,30,0.05252923,3.387286,0.2603284,27,0.06108888,2.523176,0.1706949,48,1.219681,2.861274,0.2092996
2022/9/9 5:22,30,0.05805372,2.732934,0.2055711,27,0.06150594,2.332839,0.1702393,48,1.295784,2.817263,0.2115519
