timestamp,表面温度_x,高频加速度RMS_x,高频加速度峭度_x,速度RMS_x
2022/9/11 13:17,30,0.1298155,2.99934,0.263482
2022/9/11 13:22,30,0.1268385,2.158698,0.2384304
2022/9/11 13:27,30,0.07797872,3.322059,0.2763717
2022/9/11 13:32,30,0.04410093,2.756848,0.2113905
2022/9/11 13:37,30,0.05164079,2.638048,0.2523168
2022/9/11 13:42,31,0.09332988,2.403233,0.305106
2022/9/11 13:47,31,0.1226444,2.34429,0.2891686
2022/9/11 13:52,31,0.08273673,2.618715,0.2866434
2022/9/11 13:57,31,0.08567114,2.310969,0.2989336
2022/9/11 14:02,31,0.06891287,2.601631,0.2814209
2022/9/11 14:07,31,0.07212012,2.585959,0.2128572
2022/9/11 14:12,31,0.07359867,2.565537,0.2813899
2022/9/11 14:17,31,0.06678315,2.583522,0.2030423
2022/9/11 14:22,31,0.1193158,2.616845,0.3069752
2022/9/11 14:27,31,0.05293703,2.887565,0.2215618
2022/9/11 14:32,31,0.0878167,2.668398,0.2564607
2022/9/11 14:37,31,0.08883299,2.65316,0.2418806
2022/9/11 14:42,30,0.0950648,2.390741,0.2834554
2022/9/11 14:47,30,0.0569577,3.012227,0.2408364
2022/9/11 14:52,31,0.06217695,2.689304,0.2447018
2022/9/11 14:57,31,0.06946418,2.666221,0.2102515
2022/9/11 15:02,31,0.09061851,2.498932,0.1972364
2022/9/11 15:07,31,0.07380087,2.676567,0.2657158
2022/9/11 15:12,31,0.07112716,2.537928,0.2400986
2022/9/11 15:17,31,0.08106139,2.800007,0.2504437
2022/9/11 15:22,31,0.05200589,2.573319,0.2616246
2022/9/11 15:27,31,0.07499634,2.714333,0.1971142
2022/9/11 15:32,31,0.07056923,2.677504,0.2041469
2022/9/11 15:37,31,0.0689272,2.63414,0.2792047
2022/9/11 15:42,31,0.08126049,2.545595,0.250726
2022/9/11 15:47,31,0.08371674,2.432543,0.2359553
2022/9/11 15:52,31,0.1049844,2.343096,0.333908
2022/9/11 15:57,31,0.06592557,2.553601,0.2374479
2022/9/11 16:02,31,0.0900208,2.492219,0.2643376
2022/9/11 16:07,31,0.05979325,2.81466,0.2749373
2022/9/11 16:12,31,0.06275701,2.908472,0.2888412
2022/9/11 16:17,31,0.06184186,3.190506,0.2791243
2022/9/11 16:22,31,0.08196197,2.819056,0.3237973
2022/9/11 16:27,31,0.05792549,2.952043,0.3056412
2022/9/11 16:32,31,0.0785716,2.874037,0.2497567
2022/9/11 16:37,31,0.09230096,3.029873,0.2702313
2022/9/11 16:42,31,0.06336313,2.73886,0.3052373
2022/9/11 16:47,31,0.06716157,2.49504,0.202675
2022/9/11 16:52,31,0.07260768,2.967853,0.173473
2022/9/11 16:57,31,0.07488403,2.726623,0.2716591
2022/9/11 17:02,31,0.07085343,2.810877,0.2397748
2022/9/11 17:07,31,0.134298,2.52832,0.1924278
2022/9/11 17:12,31,0.1032004,2.366585,0.2281422
2022/9/11 17:17,31,0.07727955,2.633256,0.2319309
2022/9/11 17:22,31,0.07612765,3.030236,0.2834992
2022/9/11 17:27,31,0.0695018,2.870442,0.2474999
2022/9/11 17:32,31,0.07686386,2.741702,0.3168174
2022/9/11 17:37,31,0.1239203,2.272874,0.1458718
2022/9/11 17:42,31,0.07262658,2.473884,0.2409635
2022/9/11 17:47,31,0.05965036,2.669619,0.2061125
2022/9/11 17:52,31,0.08406691,2.750325,0.3049989
